CompanyNumber,NiceName,CompanyStatus
08966145,"Nunthorpe Community Cafe CIC",Active
08143445,"Nur Fitness CIC",Active
08603061,"Nurse First Community Interest Company",Active
08111646,"Nurture and Learning Community Interest Company",Active
08602960,"Nurture By Nature Forest School C.I.C.",Active
08546329,"Nurture Productions Community Interest Company",Active
08781523,"Nurturing Touch C.I.C.",Active
08836557,"Nus Nus Community Interest Company",Active
08667316,"Nwcoe C.I.C.",Active
08481249,"O.g. Training Academy C.I.C.",Active
08556428,"O.w.l. Industries Community Interest Company",Active
08347861,"Oak Tree Community C.I.C.","Active - Proposal to Strike off"
08296488,"Oakwood Skills CIC",Active
08185296,"Oasis After School Club CIC",Active
08102989,"Oasis Talking Therapies CIC",Active
SC439371,"Obd Renewables Community Interest Company",Active
08576455,"Occupational Arts CIC",Active
08599538,"Odyssey Foundation Community Interest Company",Active
08413395,"Office Furniture Recycling Centres CIC",Active
08298718,"Old Pixham School C.I.C.",Active
08570719,"Olive Branch (Three Trees) Community Interest Company",Active
08496764,"Olympia 808 SC Community Interest Company",Active
NI614614,"Omagh Craft Collective C.I.C.",Active
08347026,"Omnifolio C.I.C.",Active
08875959,"On Course South West CIC",Active
08263504,"On S.i.d.e Sports Academy C.I.C.",Active
08395702,"On the Edge Activities CIC",Active
08187530,"One Eighty Degrees Alternative Education Centre CIC",Active
08858823,"One Love Community Studios Community Interest Company",Active
08621703,"One Percent 4 Art Community Interest Company",Active
08467526,"One Plot Farmers Enterprise C.I.C.",Active
08515937,"One Punch Derby CIC",Active
08317965,"One to Learn CIC",Active
08678809,"One World Actors Centre Community Interest Company",Active
08881772,"One World Cafe C.I.C.",Active
08988883,"One World Film Crews CIC",Active
08413101,"One&other TV CIC",Active
08993351,"Ongar News Community Interest Company",Active
08232516,"Ongiara College of Acupuncture and Moxibustion CIC",Active
08323538,"Onion Collective CIC",Active
08309109,"Only Cowards Carry C.I.C.",Active
08293558,"Onlymums & Onlydads Community Interest Company",Active
08751164,"Oobercreative CIC",Active
08909006,"Open Arts Collective C.I.C.",Active
08481225,"Open Humanities Press Community Interest Company",Active
08784028,"Open Lens Media C.I.C.",Active
08743394,"Open Recovery Network CIC",Active
08129292,"Open Scholar C.I.C.",Active
08143299,"Open Stage C.I.C.",Active
08988791,"Open Strings Music CIC",Active
08815439,"Open to Export C.I.C.",Active
08266350,"Opengpsoc CIC",Active
08842970,"Opening Doors 4 a Brighter Future C.I.C.",Active
08953260,"Opera Danube CIC",Active
08251703,"Opportunities Inspiring Learning C.I.C.",Active
08378793,"Opportunities with Experience - O-W-E - C.I.C.",Active
08540814,"Optimum Well-Being C.I.C.",Active
09015264,"Optimus Health Care WM CIC",Active
08413465,"Oral Testimony Works C.I.C.",Active
08188924,"Orfen C.I.C.",Active
08466709,"Organic Art & Music Factory Community Interest Company",Active
08696226,"Organic Ilford CIC",Active
08131537,"Oriel Bach CIC",Active
08737284,"Ort Gallery Community Interest Company",Active
08328714,"Os101 Community Interest Company",Active
08489313,"Ospreylia Community Development CIC",Active
08456486,"Other Enterprises (UK) C.I.C.",Active
08805702,"Other Roads Training CIC",Active
08293365,"Otterhead Forest School C.I.C.",Active
08855219,"Otto Mori & Son Training Centre CIC",Active
08679897,"Our Future Motive CIC",Active
08988876,"Our Hands on the Land Community Interest Company",Active
08505135,"Our Light Bulb C.I.C.",Active
08745247,"Our Patch C.I.C.",Active
NI620773,"Our Shop (UK) C.I.C.",Active
08778006,"Our Voice CIC",Active
08722117,"Ourcamden CIC",Active
08094273,"Out & About Community Services Community Interest Company",Active
08846823,"Outdoor Learning Schools C.I.C.",Active
08310874,"Outdoor Vision North West Community Interest Company","Active - Proposal to Strike off"
08819755,"Outdoors 4 Everybody CIC",Active
SC471775,"Outer Hebrides Tourism Community Interest Company",Active
NI621504,"Outhouse Consulting (Ni) CIC",Active
08738991,"Outlook Outdoors CIC",Active
08478946,"Outreach Er Community Interest Company",Active
08388139,"Owton Manor Social Club CIC","Voluntary Arrangement"
08423796,"Oxford Associates for International Development C.I.C.",Active
08393458,"Oxford Resources Community Interest Company",Active
08869387,"Oxfordshire Association of Care Providers Community Interest Company",Active
08270122,"Oxfordshire Recovery Network C.I.C.",Active
NI623857,"Oyster Community Press CIC",Active
08304484,"Pa 4 Inspiration C.I.C.",Active
08826666,"Pace (Progressive Athletes From Cyprus & England) Community Interest Company",Active
08894091,"Pache Jacint Community Interest Company",Active
08580453,"Paddlesports Events C.I.C.",Active
08524481,"Padoyo Community Interest Company",Active
08668831,"Pail West Midlands CIC",Active
08855244,"Paiwand Events Community Interest Company",Active
08228211,"Pakistan Business Forum C.I.C.","Active - Proposal to Strike off"
08368117,"Palace FM C.I.C.",Active
SC446641,"Palacerigg Golf Club CIC",Active
08361675,"Paladin-National Stalking Advocacy Service C.I.C.",Active
08836654,"Palmers Green Festival C.I.C.",Active
08778892,"Pandora Inc C.I.C.",Active
08424651,"Pangaea Sculptors' Centre Community Interest Company",Active
08823038,"Paniclab C.I.C.",Active
08880189,"Pansophia Business Innovation C.I.C.",Active
08894131,"Paper Artistic Development CIC",Active
08372125,"Paper Boat Gallery C.I.C.",Active
08636072,"Parallel Roads Community Interest Company",Active
SC470631,"Paranym Art Collective C.I.C.",Active
08123285,"Parent Carer Council Cornwall Community Interest Company",Active
08554274,"Parenting, Advice, Caring Children Elderly, Education, Employment and Research. Paceer CIC",Active
08953366,"Parents Inspiring Parents C.I.C.",Active
08491548,"Parents of Black UK Pupils C.I.C.",Active
08758732,"Parents Supporting Parents C.I.C.",Active
08160205,"Parish Ranger Service CIC",Active
08966126,"Park Centre (Samson Street) C.I.C.",Active
08894474,"Park in the Past Community Interest Company",Active
08508758,"Park Life Catering C.I.C.",Active
08783382,"Parkside Centre Community Interest Company",Active
SC438195,"Pars United Community Interest Company",Active
08818575,"Part-Time Carnivore CIC",Active
08419258,"Particip8 C.I.C.",Active
08770312,"Particip8tion Station Community Interest Company",Active
08617496,"Participate Arts CIC",Active
SC453638,"Partners in Personalisation CIC",Active
08631015,"Partnership for Active Learning Community Interest Company",Active
08840108,"Party Party Northwest C.I.C.",Active
08569499,"Passsoul Studio Services C.I.C.",Active
08532541,"Pastmeetsthefuture Community Interest Company",Active
08589576,"Pathway Foundation C.I.C.",Active
08401164,"Patient Powered C.I.C.",Active
08812572,"Pavip CIC",Active
SC469108,"Paws for Progress CIC",Active
08771965,"PCQ Arts CIC",Active
08280313,"PDF Community Enterprise CIC",Active
SC453559,"Peace Lily Borders C.I.C.",Active
08246307,"Peak Organics CIC",Active
08700490,"Pear Tree Family Support C.I.C.",Active
08397123,"Pebbles Community Facilities C.I.C.",Active
08811232,"Pebl Feedback C.I.C.",Active
08580111,"Peer Support Network C.I.C.",Active
08561146,"Peer Support Yorkshire C.I.C.",Active
SC431868,"Pegasus Falconry Centre C.I.C.",Active
08447094,"Pembrokeshire Coastal Forum Community Interest Company",Active
08353868,"Peninsula Dental Social Enterprise CIC",Active
08846802,"Penryn Regeneration CIC",Active
08234544,"People and Communities CIC",Active
08586020,"People First Support C.I.C.",Active
08689702,"People Portal C.I.C.",Active
08407903,"Perch Rock Paddlers C.I.C.",Active
08133792,"Percy Middlesbrough Community Interest Company",Active
08894070,"Performing Production C.I.C.",Active
08654229,"Personal Best - Fitness and Nutrition C.I.C.",Active
SC472425,"Personal Wealth CIC",Active
08804195,"Peterborough Learning Partnership Community Interest Company",Active
08263473,"Peterborough Patient and Public Involvement Network CIC",Active
08387964,"Petrus People Community Interest Company",Active
08640335,"Pets and Pals C.I.C.",Active
08824761,"Petworth Community Garden C.I.C.",Active
08097245,"Pfeg Enterprises CIC",Active
08913257,"Phase (Young Peoples Support) CIC",Active
08361384,"Pheonix Community C.I.C.",Active
08834931,"Phoenix 645 Community Interest Company",Active
08940316,"Phoenix Centre Management CIC",Active
08491931,"Phoenix Clean Community Interest Company",Active
08370971,"Phoenix Community Services C.I.C.",Active
08668801,"Phoenix Counselling & Psychotherapy Service CIC",Active
08288009,"Phoenix Counselling and Training Agency North West CIC",Active
08434758,"Phoenix Domestic Abuse Training Community Interest Company",Active
08574747,"Phoenix Families C.I.C.",Active
08196272,"Phoenix Floating Support C.I.C.","Active - Proposal to Strike off"
08966417,"Phoenix Payroll Bureau CIC",Active
08211348,"Photography and Mash CIC",Active
08182183,"Phrase Arts CIC",Active
08530802,"Physiopedia C.I.C.",Active
08421322,"Pigs Fly Productions CIC",Active
08752923,"Pilgrim Fathers UK Origins Community Interest Company",Active
08856918,"Pilot Fish Business Development CIC",Active
08904309,"Pinewood Ceramics C.I.C.",Active
08538567,"The Beautiful Gates CIC",Active
08631044,"The Beehive Play and Education CIC",Active
08158999,"The Big Idea (Lincolnshire) CIC",Active
08116578,"The Big Society Department Store C.I.C.",Active
08472386,"The Big Training Project CIC",Active
08800967,"The Blakelaw Community Interest Company",Active
08929063,"The Bluestone Centre Community Interest Company",Active
08211199,"The Body Toner Community Interest Company",Active
08480465,"The Bridge Conflict Resolution Community Interest Company",Active
SC440529,"The Bright Green Initiative C.I.C.",Active
08132856,"The Bristol Arts Foundation CIC",Active
08758210,"The Brown Horse Academy C.I.C.",Active
08430289,"The Bumblebee Foundation Community Interest Company",Active
08569447,"The Business Clinic Organisation CIC",Active
SC450087,"The Buy2give Community Interest Company",Active
08265973,"The Calon Cymru Network Community Interest Company",Active
08396229,"The Cedar Wildlife Project Community Interest Company",Active
08189980,"The Centre for Strategic Research and Analysis CIC",Active
08580109,"The Cheetahs Wheelchair Services CIC",Active
08638416,"The Chesterfield and Derbyshire Marathon Community Interest Company",Active
08266379,"The Children's Fire Movement C.I.C.",Active
08426010,"The Childrens Garden Exeter Community Interest Company",Active
08840107,"The Christchurch Food Festival CIC",Active
08171877,"The Citizen Ink Project C.I.C.",Active
08548302,"The Clophill Lakes C.I.C.",Active
08558346,"The Coder's Academy Community Interest Company",Active
08092053,"The Coffee Mob C.I.C.",Active
08928932,"The Coffee Pot Community Cafe CIC",Active
08859100,"The Cognitive Museum C.I.C.",Active
08259430,"The Collaborate I C.I.C.",Active
08595574,"The Common Financial Initiative Trust C.I.C.",Active
09015287,"The Community Brokerage CIC",Active
08132585,"The Community Maintenance Team (Watford) Community Interest Company",Active
SC427767,"The Connextions Foundation CIC",Active
08356027,"The Consulting Arborist Society CIC",Active
08828739,"The Court Newspaper CIC",Active
SC450163,"The Crafthub Community Interest Company",Active
08915040,"The Crib Southport C.I.C.",Active
08595631,"The Crouch End Project CIC",Active
08370631,"The Crow Works C.I.C.",Active
08275777,"The Crystal Coalition CIC",Active
08466821,"The Cultural Engine CIC",Active
08595581,"The Cultureship C.I.C.",Active
08342606,"The Cynefin Permaculture Project C.I.C.",Active
08466684,"The Dare2dream Foundation C.I.C.",Active
08929127,"The Dartmoor Way CIC",Active
08576456,"The Dell Partnership CIC",Active
08692427,"The Dens Project C.I.C.",Active
08894144,"The Dig for Victory Show Community Interest Company",Active
08915009,"The Digital Volunteers C.I.C.",Active
NI613155,"The Directory (Northern Ireland) C.I.C.",Active
08612084,"The Dosoco Foundation Community Interest Company",Active
08909016,"The Drama Tree CIC",Active
08451764,"The Earth Skills Project C.I.C.",Active
08157945,"The East African Basis Relief C.I.C.",Active
08272912,"The Effective Learning Company CIC",Active
09000508,"The Egg Nest CIC",Active
08623222,"The Elders & Youngers CIC",Active
09010508,"The Electric Bicycle Network CIC",Active
08798930,"The Emeth Academy C.I.C.",Active
08153637,"The Employment Academy C.I.C.",Active
08391077,"The Emporium at Slaithwaite C.I.C.",Active
08191749,"The Emy Project-Culture Clicks CIC",Active
NI618491,"The Enterprise Factory CIC",Active
08873625,"The Escape Artists (North Wales) CIC",Active
08361837,"The Family Guild Community Interest Company",Active
08534663,"The Famous Building C.I.C.",Active
08936245,"The Field New Cross CIC",Active
08606485,"The Flpin CIC",Active
08497626,"The Food Train Project - Community Interest Company",Active
08790926,"The Foundation 4 Schools CIC",Active
08676787,"The Foundation for Supporting Ethical Business and Leadership CIC",Active
08661434,"The Free Help People CIC",Active
08314667,"The Friends of Bourne End Day Care Centre C.I.C.",Active
08467559,"The Fun Factory (Midlands) Community Interest Company",Active
08111502,"The Fundamental Movement Academy Community Interest Company",Active
08679480,"The Future of Inspiration C.I.C.",Active
08589243,"The Gazegill Education Project CIC",Active
NI614913,"The Gestalt Centre Belfast C.I.C.",Active
08929004,"The Gina Project CIC",Active
08721612,"The Gleaners Community Interest Company",Active
08436424,"The Golden Pavement Society C.I.C.",Active
08345467,"The Goldsmiths' Centre Events C.I.C.",Active
08173494,"The Golf Trust Community Interest Company",Active
08948583,"The Good Loaf CIC",Active
08505989,"The Good Mental Health CIC",Active
SC462965,"The Grain Store Stranraer CIC",Active
NI623713,"The Grand Picture House Community Interest Company",Active
08645377,"The Great Game Board C.I.C.",Active
08604729,"The Great Somerset Sunday Lunch Company CIC",Active
08257184,"The Green Oak Foundation Community Interest Company",Active
08762760,"The Green Shoots Project CIC",Active
08758633,"The Hall Exeter Community Interest Company",Active
08922257,"The Harborne Food School CIC",Active
08259805,"The Hazlitt Mutual - Community Interest Company",Active
08303539,"The Hermit Club C.I.C.",Active
08107207,"The Hill Abergavenny/Y Bryn Y Fenni CIC",Active
08496253,"The Hive Alive Community Interest Company",Active
08743392,"The Hive Hove CIC",Active
08816097,"The House of Blah Blah C.I.C.",Active
08794944,"The Hub Drop in and Support Centre C.I.C.",Active
08774071,"The Hub Sports Cafe and Shop CIC",Active
NI624115,"The Hummingbird Workshop CIC",Active
